id,name,description,address,suburb,locationType,type,lat,long,specialOffer,image,currentCapacity,ppe,artist,material,installDate
4198,Karol Lea Hair Salon,,50 Callide St,EAGLEBY,business,Hairdressers and Barbers,-24.402,150.5123,5% discount on all hairdressing services.,,,,,,
4199,Kathryn Secretarial Services,,14 Dowling Cres,MORAYFIELD,business,Business Administrative Services,-27.6942,153.2164,"10% discount on secretarial services, only on approval.",,,,,,
4200,Katrinas Skin Works,http://www.katrinas.com.au,U 4 12 Leda Bvd,EAST BRISBANE,business,Beauty Products and Services,-27.1021,152.9496,"10% off treatments on Monday, Tuesday or Wednesday. Terms and Conditions apply - ask in salon for details.",,,,,,
4201,KATS Automotive Services,www.katsauto.com.au,50 Caswell St,EAST BRISBANE,business,Air Conditioning,-27.489,153.0501,10% discount on labour only.,,,,,,
4202,KATS Automotive Services,www.katsauto.com.au,50 Caswell St,EAST BRISBANE,business,Batteries,-27.489,153.0501,10% discount. Conditions apply.,,,,,,
4203,KATS Automotive Services,www.katsauto.com.au,50 Caswell St,EAST BRISBANE,business,"Brakes, Exhausts, Steering and Suspension",-27.489,153.0501,10% discount on labour only.,,,,,,
4204,KATS Automotive Services,www.katsauto.com.au,50 Caswell St,EAST BRISBANE,business,Electrical,-27.489,153.0501,10% discount on labour only.,,,,,,
4205,KATS Automotive Services,www.katsauto.com.au,50 Caswell St,EAST BRISBANE,business,Gas Struts,-27.489,153.0501,10% discount on labour only.,,,,,,
4206,KATS Automotive Services,www.katsauto.com.au,50 Caswell St,EAST BRISBANE,business,Repairs and Servicing,-27.489,153.0501,"10% discount on vehicle servicing, labour only.",,,,,,
4207,KATS Automotive Services,www.katsauto.com.au,50 Caswell St,WARANA,business,"Tyres, Wheels and Rims",-27.489,153.0501,10% discount.,,,,,,
4208,Repco Authorised Service Centre,www.repcoservice.com,Kawana A1 Auotomotive & Suspension - 12 Bearing Ave,WARANA,business,Repairs and Servicing,-26.7293,153.1266,10% off major service labour only. Show card when booking.,,,,,,
4209,Kawana Auto Service,www.kawana-auto-service.com.au,U 3 23 Production Ave,WARANA,business,Air Conditioning,-26.7275,153.1256,10% discount on labour rate for all servicing and repairs.,,,,,,
4210,Kawana Auto Service,www.kawana-auto-service.com.au,U 3 23 Production Ave,WARANA,business,"Brakes, Exhausts, Steering and Suspension",-26.7275,153.1256,10% discount on labour rate for all servicing and repairs.,,,,,,
4211,Kawana Auto Service,www.kawana-auto-service.com.au,U 3 23 Production Ave,WARANA,business,Engines and Transmissions,-26.7275,153.1256,10% discount on labour rate for all servicing and repairs.,,,,,,
4212,Kawana Auto Service,www.kawana-auto-service.com.au,U 3 23 Production Ave,WARANA,business,Repairs and Servicing,-26.7275,153.1256,10% discount on labour rate for all servicing and repairs.,,,,,,
4213,Kawana Blinds,www.kawanablinds.com.au,Shop 3 3 Machinery Ave,WARANA,business,Blinds and Awnings,-26.7294,153.1234,10% discount. Must show card when quote is written.,,,,,,
4214,Kawana Blinds,www.kawanablinds.com.au,Shop 3 3 Machinery Ave,BUDDINA,business,Security Screens and Doors,-26.7294,153.1234,10% discount. Must show card when quote is written.,,,,,,
4215,Kawana Surf Club,http://www.kawanasurfclub.com.au,99 Pacific Bvd,KAWANA WATERS,business,Restaurants and Dining Out,-26.703,153.1343,10% discount on any meal purchase for senior cardholders. Excludes specials.,,,,,,
4216,Kawana Waters Hotel,www.kawanawatershotel.com.au,Nicklin Way,KAWANA WATERS,business,"Clubs, Hotels and Taverns",-26.6979,153.117,10% off bistro menu. Excludes seniors menu & other offers.,,,,,,
4217,Kawana Waters Travel,http://www.kwtravel.com.au,Shop 2 115A Point Cartwright Dr,KAWANA WATERS,business,Travel Agencies,-26.7009,153.1273,10% discount on selected international travel insurance.,,,,,,
4218,Kawana Waters Travel,http://www.kwtravel.com.au,Shop 2 115A Point Cartwright Dr,HYDE PARK,business,Travel Insurance,-26.7009,153.1273,10% discount on selected international travel insurance.,,,,,,
4219,The Shoe Barn,,Yeatman St,AYR,business,Footwear,-19.2727,146.8014,5% discount on all purchases. Excludes markdowns.,,,,,,
4220,Kaytown Shoes,,121 Queen St,BOWEN,business,Footwear,-19.5747,147.4058,10% discount on all purchases. Excludes specials.,,,,,,
4221,Kaytown Shoes,,45 Herbert St,INNISFAIL,business,Footwear,-20.0095,148.2445,10% discount on all purchases. Excludes specials.,,,,,,
4222,Kaytown Shoes,,71 Edith St,MACKAY,business,Footwear,-17.5241,146.0296,10% discount on all purchases. Excludes specials.,,,,,,
4223,Kaytown Shoes,,62 Sydney St,TOWNSVILLE,business,Footwear,-21.1424,149.1866,10% discount on all purchases. Excludes specials.,,,,,,
4224,Kaytown Shoes,,Domain Central,RASMUSSEN,business,Footwear,-19.2777,146.781,10% discount on all purchases. Excludes specials.,,,,,,
4225,Kazam's Barber Shop,,Shop 2 981 Riverway Dr,CANNONVALE,business,Hairdressers and Barbers,-19.3409,146.7275,Ladies $25 and men $19.50. Prices subject to change.,,,,,,
4226,Kazza's Barber Shops,www.kazzasbarbershops.com.au,Whitsunday Shp Cnt,KIRWAN,business,Hairdressers and Barbers,-20.2774,148.7007,15% discount on ladies and gents haircuts.,,,,,,
4227,Kazza's Barber Shops,www.kazzasbarbershops.com.au,Willows Shp Cnt,MT PLEASANT,business,Hairdressers and Barbers,-19.3143,146.7272,15% discount on ladies and gents haircuts.,,,,,,
4228,Kazza's Barber Shops,www.kazzasbarbershops.com.au,Mt Pleasant Shp Cnt,NTH ROCKHAMPTON,business,Hairdressers and Barbers,-21.1175,149.1598,15% discount on ladies and gents haircuts.,,,,,,
4229,Kazza's Barber Shops,www.kazzasbarbershops.com.au,Stockland Shp Cnt,DRAYTON,business,Hairdressers and Barbers,-23.3482,150.5227,15% discount on ladies and gents haircuts.,,,,,,
4230,KBH Enterprises,https://www.kbhenterprises.com.au/,56 Canning St,BUNDABERG,business,Furniture and Outdoor Furniture,-27.5939,151.9126,10% discount for Senior cardholders. We are a well establish disability enterprise offering furniture restoration and timber product manufacture.,,,,,,
4231,KBR'S Licensed Restaurant,www.kellysbeachresort.com.au,6 Trevors Rd,KEDRON PARK,business,Restaurants and Dining Out,-24.8288,152.4644,10% discount on meals.,,,,,,
4232,Kedron Park Hotel,www.kedronparkhotel.com.au,693 Lutwyche Rd,CORNUBIA,business,"Clubs, Hotels and Taverns",-27.4434,153.0296,10% off bistro menu. Excludes seniors menu & other offers.,,,,,,
4233,Keepin Cool Auto Air Conditioning Specialist,www.keepincool.com.au,Mobile Service,MARCUS BEACH,business,Air Conditioning,-27.6602,153.2116,$10 off air-con r134 re-gas only. We come to you.,,,,,,
4234,Keillor Estates P/L (QBCC Act Lic 25431),,28 Hawthorn Gr,YEPPOON,business,Builders and Carpenters,-26.4515,153.0961,10% discount on labour only.,,,,,,
4235,Keily's Appliance & Electrical,,18 Wattle St,,business,Electrical Goods,-23.1389,150.7375,10% discount on service call fee and labour.,,,,,,
4236,Keisari,https://keisari.com.au/,,CABOOLTURE,business,Health and Organic,,,Cardholders are invited to enjoy 10% off storewide by using the promo code QLDSC10 at checkout. Free shipping within Australia for orders over $49.,,,,,,
4237,Ken Lai Pharmacy,,3 Annie St,KINGAROY,business,Pharmacies,-27.0826,152.9502,"20% off general items, 25% off vitamins. Conditions apply.",,,,,,
4238,Ken Mills Toyota,www.kenmillstoyota.com.au,cnr Bunya Hwy/River Rd,MUNDUBBERA,business,Repairs and Servicing,-26.531,151.84,10% off recommended retail price for service and repairs. Labour only. Conditions apply.,,,,,,
4239,Ken Mills Toyota,www.kenmillstoyota.com.au,Strathdee St,,business,Repairs and Servicing,-25.5892,151.3016,10% off recommended retail price for service and repairs. Labour only. Conditions apply.,,,,,,
4240,Kenko Tea,http://www.kenkotea.com.au,,CHELMER,business,Health and Organic,,,Save 10% on all Kenko Matcha Tea products by using coupon code 'SENIOR' when shopping online at www.kenkotea.com.au,,,,,,
4241,Travel Associates,www.travel-associates.com.au,85 Longman Tce,CHELMER,business,Cruises and Boat Charters,-27.509,152.9697,"2% OFF when you book 2 cabins, 3% OFF when you book 3 cabins, 4% OFF when you book 4 cabins, 5% OFF when you book 5 cabins. Conditions apply.",,,,,,
4242,Travel Associates,www.travel-associates.com.au,85 Longman Tce,BOONAH,business,Travel Agencies,-27.509,152.9697,"2% OFF when you book 2 cabins, 3% OFF when you book 3 cabins, 4% OFF when you book 4 cabins, 5% OFF when you book 5 cabins. Conditions apply.",,,,,,
4243,Kenros Electrics (Elect Lic 4000),http://kenroselectrics.com.au,139 Hoya Rd,BOONAH,business,Air Conditioning and Heating,-27.9782,152.6904,10% off electrical installations/repairs/service/air-con.,,,,,,
4244,Kenros Electrics (Elect Lic 4000),http://kenroselectrics.com.au,139 Hoya Rd,CRESTMEAD,business,Electricians,-27.9782,152.6904,10% off electrical installations/repairs/service/air-con.,,,,,,
4245,Kensington Junction,www.kensingtonjunction.com.au,25 Julie St,TOOWOOMBA,business,"Clubs, Hotels and Taverns",-27.6955,153.0827,10% off bistro menu. Excludes seniors menu & other offers.,,,,,,
4246,Briese Massage Therapy,www.briesemassage.com.au,303 Margaret St,KALLANGUR,business,Massage,-27.562,151.9579,10% discount on all massages.,,,,,,
4247,Kenton Ross Funerals,www.kentonrossfunerals.com.au,1185 Anzac Ave,,business,Funeral Services,-27.2604,152.981,10% off funeral director's charges. Conditions apply.,,,,,,
4248,KeptSafe Services,https://www.quickwills.com.au,,MARYBOROUGH,business,Legal Services,,,Use coupon code SC1770 to get 50% off our Online Will and Living Will creation services. Quick and easy with lots of help and advice. Get it done.,,,,,,
4249,Kevin Riley P/L (QBCC Act Lic 76301),,45 Burrum St,KEWARRA BEACH,business,Painters,-25.5163,152.6794,10% discount on all painting materials.,,,,,,
4250,Kewarra Beach Pharmacy,www.kewarrabeachpharmacy.com.au,Shop 10 2 Cottesloe Dr,MAROOCHYDORE,business,Pharmacies,-16.7905,145.6811,5% discount. Excludes prescriptions.,,,,,,
4251,Key Largo Apartments,www.key-largo.com.au,6 Aerodrome Rd,,business,Accommodation,-26.662,153.1041,15% discount on three nights or more during low season only.,,,,,,
4252,Key Plumbing and Gas,http://www.keyplumbingandgas.com.au,Mobile Business,ROCKHAMPTON,business,Plumbers and Gasfitters,-28.1352,153.3187,10% discount off hourly rate. Free quotes and free advice.,,,,,,
4253,Keystone Financial Strategists,www.keystonefs.amp.com.au,32 William St,ROCKHAMPTON,business,Financial Services,-23.3802,150.5138,Free one hour initial consultation.,,,,,,
4254,Keystone Insurance,,32 William St,ROCKHAMPTON,business,Home Insurance,-23.3802,150.5138,No broker fee charged.,,,,,,
4255,Keystone Insurance,,32 William St,ACACIA RIDGE,business,Travel Insurance,-23.3802,150.5138,No broker fee charged.,,,,,,
4256,KFC Queensland,www.kfcqld.com.au,1404 Beaudesert Rd,ALBANY CREEK,business,Takeaway,-27.5875,153.0276,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4257,KFC Queensland,www.kfcqld.com.au,770 Albany Creek Rd,ANNANDALE,business,Takeaway,-27.3454,152.9644,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4258,KFC Queensland,www.kfcqld.com.au,Annandale Central Shp Cnt,ANNERLEY,business,Takeaway,-19.3156,146.7917,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4259,KFC Queensland,www.kfcqld.com.au,cnr Chester/Ipswich Rds,ASPLEY,business,Takeaway,-27.5153,153.0305,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4260,KFC Queensland,www.kfcqld.com.au,cnr Gympie/Gayford Rds,ATHERTON,business,Takeaway,-27.3629,153.0164,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4261,KFC Queensland,www.kfcqld.com.au,1-3 Mabel St,SOUTHPORT,business,Takeaway,-17.264,145.478,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4262,KFC Queensland,www.kfcqld.com.au,Australia Fair Shp Cnt,AYR,business,Takeaway,-27.9637,153.4142,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4263,KFC Queensland,www.kfcqld.com.au,212 Queen St,BEAUDESERT,business,Takeaway,-19.5789,147.4031,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4264,KFC Queensland,www.kfcqld.com.au,cnr Brisbane Rd/William St,BEENLEIGH,business,Takeaway,-27.9883,152.9959,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4265,KFC Queensland,www.kfcqld.com.au,cnr Reservoir/James Sts,BENOWA,business,Takeaway,-27.7187,153.1984,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4266,KFC Queensland,www.kfcqld.com.au,cnr Benowa/Ashmore Rds,BILOELA,business,Takeaway,-28.01,153.391,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4267,KFC Queensland,www.kfcqld.com.au,cnr Gladstone/Callide Rds,BOOVAL,business,Takeaway,-24.4028,150.5123,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4268,KFC Queensland,www.kfcqld.com.au,cnr Brisbane/South Station Rds,BRASSALL,business,Takeaway,-27.6142,152.7889,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4269,KFC Queensland,www.kfcqld.com.au,68 Hunter St,BRISBANE,business,Takeaway,-27.5971,152.748,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4270,KFC Queensland,www.kfcqld.com.au,Myer Centre,BRISBANE,business,Takeaway,-27.4707,153.0248,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4271,KFC Queensland,www.kfcqld.com.au,Transit Centre - Roma St,BROWNS PLAINS,business,Takeaway,-27.4662,153.0164,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4272,KFC Queensland,www.kfcqld.com.au,Grand Plaza Shp Cnt,BUNDABERG WEST,business,Takeaway,-27.6629,153.0404,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4273,KFC Queensland,www.kfcqld.com.au,263 Bourbong St,CABOOLTURE,business,Takeaway,-24.8684,152.3384,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4274,KFC Queensland,www.kfcqld.com.au,154-156 Morayfield Rd,CABOOLTURE STH,business,Takeaway,-27.0893,152.9507,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4275,KFC Queensland,www.kfcqld.com.au,BP Service Centre - Bruce Hwy (Sth Bound),CABOOLTURE NTH,business,Takeaway,-27.0847,152.9773,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4276,KFC Queensland,www.kfcqld.com.au,BP Service Centre - Bruce Hwy (Nth Bound),CAIRNS,business,Takeaway,-27.0847,152.9773,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4277,KFC Queensland,www.kfcqld.com.au,cnr Martyn/Florence Sts,CAIRNS,business,Takeaway,-16.9224,145.7674,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4278,KFC Queensland,www.kfcqld.com.au,Cairns Central Shp Cnt,CALOUNDRA,business,Takeaway,-16.9247,145.7715,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4279,KFC Queensland,www.kfcqld.com.au,73B Bowman Rd,CAPALABA,business,Takeaway,-26.8044,153.1235,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4280,KFC Queensland,www.kfcqld.com.au,96 Old Cleveland Rd,CAPALABA,business,Takeaway,-27.5201,153.1927,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4281,KFC Queensland,www.kfcqld.com.au,Capalaba Central Shp Cnt,CAPALABA,business,Takeaway,-27.5232,153.1952,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4282,KFC Queensland,www.kfcqld.com.au,Capalaba Park Shp Cnt,CARINDALE,business,Takeaway,-27.5242,153.1909,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4283,KFC Queensland,www.kfcqld.com.au,Westfield Shp Cnt,CARINDALE,business,Takeaway,-27.5032,153.1017,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4284,KFC Queensland,www.kfcqld.com.au,42 Scrub Rd,MT OMMANEY,business,Takeaway,-27.5014,153.1125,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4285,KFC Queensland,www.kfcqld.com.au,Mt Ommaney Cnt,CHERMSIDE,business,Takeaway,-27.5403,152.9274,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4286,KFC Queensland,www.kfcqld.com.au,Westfield Shp Cnt,CLAYFIELD,business,Takeaway,-27.3915,153.0314,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4287,KFC Queensland,www.kfcqld.com.au,843 Sandgate Rd,CLEVELAND,business,Takeaway,-27.4152,153.0588,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4288,KFC Queensland,www.kfcqld.com.au,17 Shore St,,business,Takeaway,-27.5254,153.2793,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4289,KFC Concrete,http://www.kfcconcrete.com,Mobile Business,CRANBROOK,business,"Concrete, Asphalt and Bitumen Services",-27.2316,152.9707,10% discount or equivalent.,,,,,,
4290,KFC Queensland,www.kfcqld.com.au,470-474 Ross River Rd,DEAGON,business,Takeaway,-19.3134,146.742,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4291,KFC Queensland,www.kfcqld.com.au,85 Braun St,DECEPTION BAY,business,Takeaway,-27.3309,153.0576,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4292,KFC Queensland,www.kfcqld.com.au,cnr Park/Deception Bay Rds,EARLVILLE,business,Takeaway,-27.1904,153.0192,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4293,KFC Queensland,www.kfcqld.com.au,532 Mulgrave Rd,EMERALD,business,Takeaway,-16.9457,145.7375,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4294,KFC Queensland,www.kfcqld.com.au,cnr Hospital Rd/Curt St,EVERTON PARK,business,Takeaway,-37.9461,145.436,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4295,KFC Queensland,www.kfcqld.com.au,cnr South Pine Rd/Griffith St,GARBUTT,business,Takeaway,-27.4004,152.9877,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4296,KFC Queensland,www.kfcqld.com.au,cnr Ingham Rd/Douglas St,UPPER MT GRAVATT,business,Takeaway,-19.2587,146.7663,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4297,KFC Queensland,www.kfcqld.com.au,Westfield Garden City Shp Cnt,GATTON,business,Takeaway,-27.5631,153.0828,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4298,KFC Queensland,www.kfcqld.com.au,69 Railway St,GLADSTONE,business,Takeaway,-27.5591,152.2758,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4299,KFC Queensland,www.kfcqld.com.au,79 Dawson Rd,TOOWOOMBA,business,Takeaway,-23.8564,151.2485,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4300,KFC Queensland,www.kfcqld.com.au,Grand Central Shp Cnt,BROWNS PLAINS,business,Takeaway,-27.5626,151.9494,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4301,KFC Queensland,www.kfcqld.com.au,Grand Plaza Shp Cnt - Food Court,GREENSLOPES,business,Takeaway,-27.665,153.0402,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4302,KFC Queensland,www.kfcqld.com.au,592 Logan Rd,GROVELY,business,Takeaway,-27.5076,153.0514,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4303,KFC Queensland,www.kfcqld.com.au,162 Dawson Pde,GYMPIE,business,Takeaway,-27.4028,152.9614,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4304,KFC Queensland,www.kfcqld.com.au,cnr Wickham/Channon Sts,HELENSVALE,business,Takeaway,-26.1901,152.6562,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4305,KFC Queensland,www.kfcqld.com.au,20 Siganto Dr,HERMIT PARK,business,Takeaway,-27.9057,153.318,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4306,KFC Queensland,www.kfcqld.com.au,cnr Charters Towers Rd/Carr St,HERVEY BAY,business,Takeaway,-19.283,146.8037,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4307,KFC Queensland,www.kfcqld.com.au,161 Boat Harbour Dr,BUNDABERG,business,Takeaway,-25.2883,152.8363,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4308,KFC Queensland,www.kfcqld.com.au,Hinkler Central Shp Cnt,LOGANHOLME,business,Takeaway,-24.8721,152.3497,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4309,KFC Queensland,www.kfcqld.com.au,Hyperdome Shp Cnt,INALA,business,Takeaway,-27.6654,153.1744,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4310,KFC Queensland,www.kfcqld.com.au,18 Jonquil St,INGHAM,business,Takeaway,-27.5968,152.9742,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4311,KFC Queensland,www.kfcqld.com.au,82 Herbert St,INDOOROOPILLY,business,Takeaway,-18.6484,146.1606,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4312,KFC Queensland,www.kfcqld.com.au,cnr Moggil/Stamford Rds,INNISFAIL,business,Takeaway,-27.4973,152.974,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4313,KFC Queensland,www.kfcqld.com.au,140 Edith St,KALLANGUR,business,Takeaway,-17.5245,146.0259,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4314,KFC Queensland,www.kfcqld.com.au,1517 Anzac Ave,KANGAROO POINT,business,Takeaway,-27.2504,153.0001,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4315,KFC Queensland,www.kfcqld.com.au,768 Main St,BUDDINA,business,Takeaway,-27.4752,153.0356,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4316,KFC Queensland,www.kfcqld.com.au,Kawana Shp World,KEDRON,business,Takeaway,-26.7028,153.1308,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4317,KFC Queensland,www.kfcqld.com.au,cnr Gympie Rd/Strathmore St,KELVIN GROVE,business,Takeaway,-27.404,153.0308,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4318,KFC Queensland,www.kfcqld.com.au,cnr Kelvin Grove Rd/Park St,KINGAROY,business,Takeaway,-27.4492,153.012,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4319,KFC Queensland,www.kfcqld.com.au,40 Alford St,LOGAN CITY,business,Takeaway,-26.5403,151.8365,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4320,KFC Queensland,www.kfcqld.com.au,98-100 Wembley Rd,LOGANHOLME,business,Takeaway,-27.6416,153.1094,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4321,KFC Queensland,www.kfcqld.com.au,37-59 Bryants Rd,BRISBANE,business,Takeaway,-27.6635,153.176,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4322,KFC Queensland,www.kfcqld.com.au,MacArthur Central,MACKAY,business,Takeaway,-27.4684,153.0273,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4323,KFC Queensland,www.kfcqld.com.au,cnr Nebo Rd/George St,MAREEBA,business,Takeaway,-21.1484,149.1717,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4324,KFC Queensland,www.kfcqld.com.au,114 Byrnes St,MAROOCHYDORE,business,Takeaway,-16.9925,145.4219,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4325,KFC Queensland,www.kfcqld.com.au,cnr Horton Pde/First Ave,MARSDEN,business,Takeaway,-26.6565,153.093,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4326,KFC Queensland,www.kfcqld.com.au,92 Chambers Flat Rd,MARYBOROUGH,business,Takeaway,-27.7471,153.0916,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4327,KFC Queensland,www.kfcqld.com.au,Station Square Shp Cnt,MERMAID BEACH,business,Takeaway,-25.5389,152.6995,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4328,KFC Queensland,www.kfcqld.com.au,2506 Gold Coast Hwy,MIAMI,business,Takeaway,-28.0423,153.4338,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4329,KFC Queensland,www.kfcqld.com.au,cnr Gold Coast Hwy/Oak Ave,MORANBAH,business,Takeaway,-28.0682,153.4358,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4330,KFC Queensland,www.kfcqld.com.au,Moranbah Fair Shp Cnt,MORNINGSIDE,business,Takeaway,-22.001,148.0438,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4331,KFC Queensland,www.kfcqld.com.au,583 Wynnum Rd,MOUNT ISA,business,Takeaway,-27.4695,153.0707,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4332,KFC Queensland,www.kfcqld.com.au,21 Simpson St,NAMBOUR,business,Takeaway,-20.7262,139.494,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4333,KFC Queensland,www.kfcqld.com.au,2 Lamington Tce,NOOSA,business,Takeaway,-26.6317,152.9601,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4334,KFC Queensland,www.kfcqld.com.au,5 Sunshine Beach Rd,NORTH LAKES,business,Takeaway,-26.3963,153.0901,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4335,KFC Queensland,www.kfcqld.com.au,Westfield Shp Cnt,BROADBEACH,business,Takeaway,-27.2421,153.0166,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4336,KFC Queensland,www.kfcqld.com.au,Pacific Fair Shp Cnt,ELANORA,business,Takeaway,-28.0366,153.4278,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4337,KFC Queensland,www.kfcqld.com.au,The Pines Shp Cnt,PLAINLAND,business,Takeaway,-28.1345,153.4686,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4338,KFC Queensland,www.kfcqld.com.au,Plainland Travel Cnt,BRISBANE AIRPORT,business,Takeaway,-27.5641,152.4244,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4339,KFC Queensland,www.kfcqld.com.au,Brisbane Service Centre - Shop 4 3 Great Barrier Rd,CABOOLTURE,business,Takeaway,-27.3965,153.1078,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4340,KFC Queensland,www.kfcqld.com.au,25A Beerburrum Rd,CHINCHILLA,business,Takeaway,-27.0822,152.9526,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4341,KFC Queensland,www.kfcqld.com.au,30-50 Warrego Hwy,DALBY,business,Takeaway,-26.7464,150.6372,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
4342,KFC Queensland,www.kfcqld.com.au,cnr Pratten/Drayton Sts,DEERAGUN,business,Takeaway,-27.1805,151.2603,Discount not available with promotional or discounted menu items. See in store for full terms and conditions.,,,,,,
